2015-03-04 23:24:06.110500,2015-03-04 23:24:25.429500
2015-03-04 23:24:47.908000,2015-03-04 23:25:08.286500
2015-03-04 23:47:48.497500,2015-03-04 23:48:08.196000
2015-03-05 00:15:55.667000,2015-03-05 00:16:15.625500
2015-03-05 00:35:40.229000,2015-03-05 00:36:02.548000
2015-03-05 00:41:16.147000,2015-03-05 00:41:31.146000
2015-03-05 01:12:43.543500,2015-03-05 01:13:01.982000
2015-03-05 01:34:43.677000,2015-03-05 01:35:03.475500
2015-03-05 01:36:15.011000,2015-03-05 01:36:34.390000
2015-03-05 01:42:42.925500,2015-03-05 01:43:02.064000
2015-03-05 01:50:16.556000,2015-03-05 01:50:37.534500
2015-03-05 01:59:38.839000,2015-03-05 02:00:07.697000
2015-03-05 02:08:17.505000,2015-03-05 02:08:49.863000
2015-03-05 02:10:11.237500,2015-03-05 02:10:50.455000
2015-03-05 02:13:53.203000,2015-03-05 02:14:13.041500
2015-03-05 02:15:00.918500,2015-03-05 02:15:25.457000
2015-03-05 02:29:04.843000,2015-03-05 02:29:24.662000
2015-03-05 02:32:15.230500,2015-03-05 02:32:56.788000
2015-03-05 02:40:44.817000,2015-03-05 02:41:04.796000
2015-03-05 02:49:33.402500,2015-03-05 02:49:53.341500
2015-03-05 03:05:38.839000,2015-03-05 03:06:02.098000
2015-03-05 03:21:03.519000,2015-03-05 03:21:21.617500
2015-03-05 03:25:35.741000,2015-03-05 03:26:01.939000
2015-03-05 03:33:33.309500,2015-03-05 03:33:54.188000
2015-03-05 03:35:00.084000,2015-03-05 03:35:19.642500
2015-03-05 03:40:58.340500,2015-03-05 03:41:23.699000
2015-03-05 03:41:39.418000,2015-03-05 03:42:00.036500
2015-03-05 03:46:20.079500,2015-03-05 03:46:41.018000
2015-03-05 03:48:09.272000,2015-03-05 03:48:28.171000
2015-03-05 03:51:25.479000,2015-03-05 03:51:44.158000
2015-03-05 03:52:52.053500,2015-03-05 03:53:11.512500
2015-03-05 05:23:44.016000,2015-03-05 05:24:03.855000
2015-03-05 05:24:50.472000,2015-03-05 05:25:18.310000
2015-03-05 05:29:43.033000,2015-03-05 05:30:13.491000
2015-03-05 05:32:37.241500,2015-03-05 05:33:02.800000
2015-03-05 06:32:12.007000,2015-03-05 06:32:32.086000
2015-03-05 06:34:07.159500,2015-03-05 06:34:28.378000
2015-03-05 06:35:15.415000,2015-03-05 06:35:44.833000
2015-03-05 06:51:25.811500,2015-03-05 06:51:43.770000
2015-03-05 06:59:30.020000,2015-03-05 06:59:54.798000
2015-03-05 06:59:59.058000,2015-03-05 07:00:29.396000
2015-03-05 07:02:59.266000,2015-03-05 07:03:19.444500
2015-03-05 07:07:02.770000,2015-03-05 07:07:36.288000
2015-03-05 07:10:24.457000,2015-03-05 07:10:48.195000
2015-03-05 07:11:25.413000,2015-03-05 07:11:50.231000
2015-03-05 07:13:48.323500,2015-03-05 07:14:11.882000
